class,generator_edit_method,video_id,split,duration_sec,width,height,fps,codec,bitrate,has_audio,sha256
real,unknown,real-2941,train,6.873,1280,720,29.97,h264,1302380,True,7cd9938fe31f659cca896f60d6fe8c56df0d9d42077edee46050daf7916bd2d0
real,unknown,real-2942,valid,2.469,1280,720,29.97,h264,2859603,True,0a7c1dc5598bcb03bc85b55704dc339789c3bdc91b1ac13a0e96cb6a2aaf15c2
real,unknown,real-2943,train,3.403,1280,720,29.97,h264,1966756,True,966db667d69493693b96790c0e6e5b6c5f292e42247d9e331354e52ddcb62520
real,unknown,real-2944,train,6.466,320,240,15.0,h264,238962,True,8c7d2e506b9c06c3634c500f0c1773bc44b656287ea56bf4f57eafd781b7c311
real,unknown,real-2945,train,3.5,480,360,30.0,h264,394516,True,661f4871a58705cb9350ecce4cea78f5eb73e3db9aa2098af5b4e97e7c41c37c
real,unknown,real-2946,train,9.109,1280,720,29.97,h264,1351979,True,f8c314e9e4496e84753b4da4eebd237cd490f04f3ec47f2081022017e7095381
real,unknown,real-2947,train,3.605,480,360,29.962,h264,824773,True,4cff51e9a989679f23717d6927696ed7f08f377930c1b3ee549bad45ae8f8190
real,unknown,real-2948,train,2.473,480,270,29.917,h264,1189068,True,8a169ed3b9de4ecbffa9862a7b6ba71e278d298a83566223c0714a35630ff256
real,unknown,real-2949,train,3.27,480,360,29.97,h264,596499,True,0095c87011af6778c7fc55d1f18347896f0042c112e67deaa970674419d231f0
real,unknown,real-295,valid,4.179,176,144,14.118,h264,383422,True,fee6ea8bcd155150df2965e2657191e7449ac8d72a336660d01573e060e093e9
real,unknown,real-2950,train,5.739,1280,720,29.97,h264,1640539,True,e58a48eacf70258bb2794101c05fb7a11b581133e3032f3a90e22b40f5065493
real,unknown,real-2951,train,2.7,1280,720,30.0,h264,1545677,True,5941f6c9f62a174905e46d19daa7de326166fa66c87ad794b1ba9dde868f0a7d
real,unknown,real-2952,train,5.033,1280,720,30.0,h264,2243115,True,80499ad6636aa4360317cae1bb5f9b4d850a495e5a6759471c6846a63d4f2fa5
real,unknown,real-2953,train,4.004,1280,720,29.97,h264,2665618,True,5ced716d3b2c3be381ad3b72eb55543869f04fd53e1c688cb8a1a54ada98d709
real,unknown,real-2954,train,4.72,1280,720,25.0,h264,2455316,True,1bb8c874e94711b2937260f77c17a77b2b30938ae8b8c275c6c9a4933ae3e60b
real,unknown,real-2955,train,5.339,1280,720,29.97,h264,2915899,True,c74b157420431e6f28ec1963e02c4665324a71ec5c454eb76dc72e1cf3d86a4f
real,unknown,real-2956,valid,2.068,480,360,29.97,h264,588622,True,930cf490f97e2435effb973d4b4eb2273c1fd7c8d2643d0cba7d48281231de21
real,unknown,real-2957,train,9.943,1280,720,29.97,h264,2476643,True,623daff89681fcf378464b8f5bd8c1412ef5d9f55bf1d86f8012e6c61cd61bb2
real,unknown,real-2958,train,2.752,1280,720,23.976,h264,1467174,True,1e7843c290a1ea6a6ae0df563971567d2f8a501b4191a4b8b0f3d28e89b8ad1a
real,unknown,real-2959,train,9.909,960,720,29.97,h264,1736178,True,57568504ce2512edab2fd32a811b83d56743e07c8e1f36f4daa071f2cf677df1
real,unknown,real-296,train,5.6,640,360,25.0,h264,492902,True,284e9de47187251642ca5a46178bc092d3403bfd792e3f4cc50cd8a2dc62d754
real,unknown,real-2960,train,2.536,540,360,29.97,h264,687938,True,5dffe42791271e005226211dd54ba21bb399e5c878928b5a78bec047bbf2e045
real,unknown,real-2961,train,2.233,1280,720,30.0,h264,3432496,True,2d59f2856fc49bd243f27b56d0a67640c21197b1d2a9827bc07b13f5d00a7f80
real,unknown,real-2962,train,9.04,1280,720,25.0,h264,1611246,True,96e38ed27d56bd61bc7eb08014be04f62f4472762d2464a687ccfc92e4ed6327
real,unknown,real-2963,train,3.203,1280,720,29.97,h264,5197145,True,29361b8972e2630bc088e5f6f51dbdf50127207759be2de1d3e3ecd32d01dba2
real,unknown,real-2964,train,2.602,1280,720,29.97,h264,1548332,True,81647dcf8ba09e5f82e11b2ed00873426fb42626714febfdd02369b51a7a5aaa
real,unknown,real-2965,train,3.136,1280,720,29.97,h264,1959042,True,3f6c46f698db60f1562b25e92717c874dcacc280333813a365efabfe94c5e62c
real,unknown,real-2966,valid,2.202,202,360,29.97,h264,338477,True,a4a7ea482b9b0603ce7af9b1a8e2c27fb036871217ca7fe27f46a42a916b906d
real,unknown,real-2967,train,5.033,1280,720,30.0,h264,1203434,True,1e64cb270a5104b18c9442f33ada944b58614da4402948590d8f1235bc7cc876
real,unknown,real-2968,train,2.127,480,360,23.976,h264,2003949,True,d925c37856b9d68d8b9673f3b08eb231bdd151b71eddb98c3fa60e62d94701b5
real,unknown,real-2969,train,2.067,406,720,30.0,h264,1250655,True,e8385684b19f1630652cb033ee1dee2a6deaf7559d5840a43264ba30cc8d62ac
real,unknown,real-297,train,3.2,1280,720,25.0,h264,2991100,True,523f6669e0420124e743ed9a6e38bc7da70377539edeff92e0d14f002f3cdc07
real,unknown,real-2970,train,2.566,1280,720,30.0,h264,1681523,True,8da42c7964a25dda61a53185ed9c315ce456364c8d584498bca57b480640c15e
real,unknown,real-2971,train,9.909,1280,720,29.97,h264,1105534,True,f70892edbdb661aff86d2504ac56df059cb7d94f8267b26f6626672c10229ded
real,unknown,real-2972,train,3.27,480,360,29.97,h264,738605,True,543b46e2711085ba710899132fe8311a68ff7009a8febbdba511a64540feb814
real,unknown,real-2973,test,3.0,1280,720,30.0,h264,2523402,True,bf995f11904d77329eed750663ae84c9a0cdd51d0ec2ba5ca47d9eb4d9d157a4
real,unknown,real-2974,train,3.403,1280,720,29.97,h264,2595366,True,550795173db10011480b39d72d46cfd3de3193a65d1251d6787f3ee1c7131d10
real,unknown,real-2975,train,2.533,636,360,30.0,h264,590058,True,32eda66f273536e205bcb422b556fe98a4e7e093168bc5b21020ed5154d97621
real,unknown,real-2976,train,2.769,480,270,29.97,h264,494390,True,a024497818cf8f903592ce7430bde01a0263b2976e8db635d9a6ed12b0c98012
real,unknown,real-2977,train,3.503,1280,720,29.97,h264,4416244,True,d441a8d54c4d8021fc4172dd2070009921b1adaf980e684d42d54dd78fd36d48
real,unknown,real-2978,train,2.87,720,720,29.97,h264,1991080,True,90b0f28427d514a40a214d9e7e74a231aca38eb8f54c1cc3eef3ab04243b18d9
real,unknown,real-2979,train,6.573,1072,720,29.97,h264,2327793,True,f0c68c1b3ba17321fed8fa38d31b3dc59c2649f1ce265bbd0bb5a96fc3a17306
real,unknown,real-298,train,2.402,406,720,29.97,h264,2142847,True,1b481a3c4b3a9c280987bba28357a91fc66e96195224a9ad243d2ded5b0916ec
real,unknown,real-2980,train,3.879,1280,720,23.976,h264,1008795,True,b40fe92643df04d6e3917b0a8f760dad763bdb0716c528170aa28fa5ac97ad62
real,unknown,real-2981,train,6.94,1280,720,29.97,h264,2186124,True,77a235c97f6c0390cf9772d8709f5264c13e78d3ab6a90005b7f63bdc163a5e1
real,unknown,real-2982,train,6.208,406,720,24.0,h264,524766,True,01093627eba9ad89ee9cc18c1aeab1a3e230e6c3b7f3ccf22af8d9c2988965ff
real,unknown,real-2983,train,4.679,406,720,29.917,h264,1444179,True,12fcce1cd7f07bbc1dc46224a56d4578bd78f51438a6ed4980c29333571f4de7
real,unknown,real-2984,train,7.466,406,720,15.0,h264,2386570,True,eb7e90f39f987df6cb6ac98e4e26822148a23191ff1c125d17cd88517b48e633
real,unknown,real-2985,test,4.271,640,360,29.97,h264,717001,True,5aecb1b7634b0047f0553da9fa5bd58b677ec3b19e3316dff016d28350fdf4fa
real,unknown,real-2986,test,2.302,1280,720,29.97,h264,1106470,True,c359be6e3c781e225d73033b6a6ace82b6ed7e4178c30f873cf3f6fbc155bb54
real,unknown,real-2987,train,4.037,1280,720,29.97,h264,1403124,True,738ed387ce6c0a83a9790760acd0131496d68fe52a8ec6298746208a33aa68bd
real,unknown,real-2988,train,3.636,540,360,29.97,h264,1057870,True,254e7ce52c4d67ce6db42a216dc7bdf9a596382a3d2e29769ce1ee4187ffccdf
real,unknown,real-2989,train,2.703,406,720,29.97,h264,1212514,True,64c8927b4a506fe1cb79e09623016ff5c75b00d9824edf67036094e5b166cf01
real,unknown,real-299,train,2.867,1280,720,30.0,h264,1898025,True,abfe77f18d7efb8b328563fe5e33ebd8ca583811efd3f0fcdf561d3a38ef1dd1
real,unknown,real-2990,train,2.267,270,360,30.0,h264,924455,True,ac4aee3e0caa62374774b4934451599534969f12c17773e952791822b9c357cc
real,unknown,real-2991,train,4.571,1280,720,29.97,h264,2043446,True,220b7b2334d533e5c5796b112fe5fb3fdf0d33afd943c9ee7423d77ad9336382
real,unknown,real-2992,train,4.36,480,360,25.0,h264,534666,True,e54f182858a8e5c4f00d2a2efbc58033ce6bc8dfc8b40b03df1aa7207edfe38a
real,unknown,real-2993,train,3.083,1280,720,24.0,h264,1471861,True,14b3c72403fed402c729c37bc012d5a9507b60cb1fd2a09e64c8c6cd8cfe678b
real,unknown,real-2994,valid,2.236,1280,720,29.97,h264,4739336,True,c2db3cd4be110499eb4ff7f19ce87ac5bcacff66c727c83427022c20f4e88521
real,unknown,real-2995,train,4.748,480,360,29.489,h264,1037640,True,7d231a893d62523b4ce20b2ab609a522f7430e34ac4df690ab01082d3c38d936
real,unknown,real-2996,valid,4.533,406,720,30.0,h264,1385887,True,19699cfa0910ecb0c90fd30c4d8d95b228a8a773c4f445667271c1e760dcb8fb
real,unknown,real-2997,train,2.808,640,360,29.917,h264,924117,True,6f6faee55e2109abb86813cab677065e2f2d2a96d5227d6a55518a30088f9a95
real,unknown,real-2998,train,9.943,1280,720,29.97,h264,1918885,True,add9195ad053c77e877ef3b4167a01bbce1934f1469055ecc3153e88e8ef45c3
real,unknown,real-2999,test,5.467,480,360,30.0,h264,530277,True,922b1e529ce02b92b3763ebaa5f92efa689d858e5eb487f95bd5c9e16597b8d7
real,unknown,real-3,train,5.672,1280,720,23.974,h264,1056741,True,d5b4c9967eb36e972f25cdde0d9c63b1299f8af90bca470ddba2bd98833aa76a
real,unknown,real-30,train,4.733,1280,720,30.0,h264,2918223,True,e251630694def4d14bd0053c887031b6027e85aa4c9c4627cf731a1ac81736b4
real,unknown,real-300,train,3.712,1280,720,23.976,h264,1204872,True,7cfd7009205f04c2ea92b7b4f21f966cca8b5af0c87bff450d0c311e990775a3
real,unknown,real-3000,train,2.48,1280,720,25.0,h264,2595751,True,9a65a9a125ce30d9db4eeaee38af640efa84fb2e279abaa0c0ff413d059f1c76
real,unknown,real-3001,train,7.013,1280,720,29.944,h264,1881474,True,6ec52ccb18830d225bd27970741df57c3db7264f1749a4bcacaea2251c327a6a
real,unknown,real-3002,train,9.066,320,240,15.0,h264,278891,True,8cb33a29e880ab077e562a1551ffa7500287800dc5e8a144e0d5030987d2b3da
real,unknown,real-3003,test,2.202,640,360,29.97,h264,1584563,True,bf84bb0015200cb095633ec477561ab90806cc54d5ea0d9b3487199c3da99851
real,unknown,real-3004,train,2.166,1280,720,24.0,h264,879742,True,852ac441f5fe1b868613ce97369ad9e7197f90debddf36da9856ae9d7c80e603
real,unknown,real-3005,train,4.958,406,720,24.0,h264,1363529,True,3103a9c0947fc9465f84b387c27ba02c691dd24f3b31eb57f0ace016fc0cf291
real,unknown,real-3006,train,9.8,480,360,10.0,h264,316232,True,8e0284c71d8cd3147f974192c3b552ff432aca37b09284a0135f8690db707258
real,unknown,real-3007,train,3.76,1280,720,25.0,h264,1519791,True,eda5f5cd21211a85281adcd06c3aa7c312eeaa84d5bdde580685aa7269ff4f85
real,unknown,real-3008,train,2.67,480,360,29.583,h264,529201,True,39bdd2b0e7a9ef6d481a0468dbcca285ea95130ac48b73760b1e5d37c6d54040
real,unknown,real-3009,train,9.933,1280,720,30.0,h264,3324732,True,144d5276fc24d0139c0ff00e9c5f78e7d1307214ceeede62a65f167d29f06444
real,unknown,real-301,train,5.8,480,360,30.0,h264,623867,True,501d9c2aa87c8d8469eb6bbd4742e9dc709952f18df883978f69ae05b7b12e0e
real,unknown,real-3010,train,2.269,480,360,29.97,h264,1837402,True,90160eb539f0644b687befb94f8bd95b8d6a60b52b9f9f7bd7509c94dcf92aab
real,unknown,real-3011,train,2.467,1280,720,30.0,h264,3797101,True,c729c820dd5b9e2d3219c6e4c77c660d0fa7ba11884e78e484ff0e66df80e98c
real,unknown,real-3012,train,2.7,568,320,30.0,h264,615967,True,0c5fec9ed3c1b4937b4f4409b4004bb49e5c899eb863f1478b0ad334833ede87
real,unknown,real-3013,train,3.92,1280,720,25.0,h264,1448214,True,97ac62ff03ea5fad40b11471ca3fe17f2672f40a21d003e61fa5652e676afddf
real,unknown,real-3014,train,4.338,480,360,29.97,h264,518750,True,2536faac6250e663adbddbcebd9f8c50f8c760cf2fc91b977cccb58b3d7bdfa8
real,unknown,real-3015,train,2.202,640,360,29.97,h264,1088087,True,b620b832669550208d7aabfb835400c6c8f94ac255407a244e042c9896926d98
real,unknown,real-3016,test,2.88,422,360,25.0,h264,1255991,True,0277a00170938df7b17fb1b31eff182d138364c50d266fb87603d4650924995e
real,unknown,real-3017,train,2.736,1280,720,29.97,h264,1739807,True,d00920c84aa227c3fa920314b5fdb8aa400afc8c691c331d88017179e607574e
real,unknown,real-3018,train,4.375,1280,720,24.0,h264,2574853,True,7959d38ff47aab8ac65b0c0224e6adf430f691bda59abeb911c65d7d0af72336
real,unknown,real-3019,train,4.16,1280,720,25.0,h264,1040650,True,71db5dfdbfe9be0fad1e8a070d14f19cc3d5a018def53c0494ef2dfd1feb9972
real,unknown,real-302,train,3.753,1280,720,23.976,h264,1331683,True,60566083857f1cff265737f646bd503e94d6db41bff280fe9c5575887306d8d0
real,unknown,real-3020,train,2.4,480,270,25.0,h264,718523,True,d69ab992313cd43ef069cc397841f29c6769de80218800256ed5c339c99fbcda
real,unknown,real-3021,train,4.267,1280,720,30.0,h264,3117939,True,84bd140373f92f51c006bfd107bfbbabd49f0b3f22eb66e6aabe17b8a493df66
real,unknown,real-3022,train,3.0,202,360,30.0,h264,293040,True,e00592e9e276001c31859533e087a3e13a371d80a852bfdc1bf56dd43cebdee9
real,unknown,real-3023,train,5.905,480,360,29.97,h264,1101765,True,05d06408f32204abfeb9f55dda85bb1cb459b7523c93abd8ef28170d21018420
real,unknown,real-3024,train,2.336,320,240,29.97,h264,342011,True,774951fdcb55d720f79f5735c69ba05cf462d23a631713810b40822ed9eb117d
real,unknown,real-3025,train,4.579,480,320,29.917,h264,1889630,True,582be4b9fa9cba2c27463314637de0eb07ab6b0b9d5e2e71bb208a9bb28fad48
real,unknown,real-3026,train,3.003,1280,720,29.97,h264,2273113,True,048e81f26e7e42fef54789ce01c4035761a43622a39b8838da9fbdd236546c05
real,unknown,real-3027,train,2.236,1280,720,29.97,h264,1899004,True,1373294dc7ba604dae072a0d6284a299edfb5e81bb6f6a779dd0a837b0e68f29
real,unknown,real-3028,train,5.083,1280,720,24.0,h264,1231247,True,16d960d9c0892b274a5817005416a5137d114b0ff913f6e5fa7009ed455f0839
real,unknown,real-3029,train,2.102,480,360,29.97,h264,839177,True,2ef8a8a14bfb2d279f02d5ffb7782bfcc9b9b9a9d90e564eb2007630b4fb9302
real,unknown,real-303,train,2.924,270,360,22.917,h264,400006,True,4048ff3c09e4a45cbb3c6399e836d9577274386280e6fe6021251edd06d0702d
real,unknown,real-3030,valid,4.24,480,360,25.0,h264,711166,True,f55ecf73f20a54af96e0651623e1539211dfccca3565b15013fe69e49689367a
real,unknown,real-3031,train,9.442,1280,720,29.97,h264,1169023,True,70f50bbe0087f2989d9d0c37902e579ed5f4208f1962f7b4f331efe983a88119
real,unknown,real-3032,train,2.467,1280,720,30.0,h264,3615868,True,ead286a19712473a32c071c242cc1545bc455bcd590d744d3cb19998d8e9ff5f
real,unknown,real-3033,train,2.6,320,240,30.0,h264,446996,True,103a99dbe7f1e7b79fcd361a8caef2982ce04c225bc98903d08fcaf2b094685c
real,unknown,real-3034,train,2.483,406,720,29.0,h264,1050837,True,86d0de2db7920d55f4620da3fb90a071f8f19fd06ee4f66c16a207607aa47a37
real,unknown,real-3035,train,3.503,960,720,29.97,h264,2822959,True,fe6670d03edc4873add5d49d31b87f52f22a320931acc16fc169f859ea0b665e
real,unknown,real-3036,train,8.066,1280,720,30.0,h264,3649889,True,3c34b74f828ffb753e18866cc5292b5dcbd2cc16267cdebf842444f4c274a7f8
real,unknown,real-3037,train,3.503,480,360,29.97,h264,846958,True,b384474c31d121a80c2c5a8c491264f422b6c3bfc48a7ad6714b461ace7cb456
real,unknown,real-3038,train,7.607,320,180,14.985,h264,392280,True,a77135d6eb1ab891d581966251206cccea9354b37ae87295866b704f62d41316
real,unknown,real-3039,train,3.77,1280,720,29.97,h264,1973946,True,3bc06b278e7b47e5ab9eb9d705115e223c33851e57fbb3bc2a1f77119d4a3575
real,unknown,real-304,train,5.7,320,240,30.0,h264,418954,True,e551bde5c9e4650cc2b6f40ad697d816daad95407bea6e1c3cd8f0af4e29e436
real,unknown,real-3040,train,9.92,1280,720,25.0,h264,1095300,True,102b36cfe50973ace9b798fe88c491885ab2502faec69b9b83e0e207eada4c15
real,unknown,real-3041,train,5.133,544,720,29.417,h264,1602155,True,1be954e25fdea1a658ad713b0d8e50f698df0cb12247f8f105b1ced30cf9b473
real,unknown,real-3042,test,9.233,1280,720,30.0,h264,3243993,True,b9c8b37b7c1d1c4ea0d0b66aae0edaf5b45448a4fc91087c514bde14b608c8f4
real,unknown,real-3043,train,9.916,1280,720,24.0,h264,2726813,True,8e353aaffa78ed512940069acdee82e3500cc73434f3d5924c1a5bc3c97f626f
real,unknown,real-3044,train,3.867,480,360,30.0,h264,446710,True,0fb0c95477504ae49f3ceb40a0589192f0ab6272034a915165c9e6e32af9873c
real,unknown,real-3045,train,3.32,1280,720,25.0,h264,1647698,True,0cc0b08d4b7a4826b9c965478d63c42d4fcd5154b1c38c04b3c1d5ff0441be9f
real,unknown,real-3046,train,2.533,320,240,30.0,h264,530496,True,9e01758751077b66dad40369ddc15a738fe369a3b7f5c2bc21f00f0d7a53794c
real,unknown,real-3047,train,3.237,480,360,29.97,h264,950901,True,d689a65abf031c45adebee45fec48a6b60ac92e4fa1d23bc7d7175749c1b5e6f
real,unknown,real-3048,train,2.1,406,720,30.0,h264,839580,True,622ad01566ca8cbb7dd1db108f28a1f12adac812325b3192c7efe83041d0bfd0
real,unknown,real-3049,train,2.507,406,720,29.917,h264,1635125,True,203aed2a0743c35612c789d2846f095e3bfc3619431ab71e6820eec018790817
real,unknown,real-305,test,5.806,540,360,29.97,h264,535883,True,bf9fccd38db8430361c49f71a4c27d9098d4553ca4ba8bbe7517fa9086571a82
real,unknown,real-3050,test,9.933,1280,720,30.0,h264,2074296,True,e26cab6d56f5e1b9a134bdc8b40c082f43761ab8807207838b0dbc80add5db64
real,unknown,real-3051,train,5.125,1280,720,24.0,h264,1652598,True,8e701441aceebcc16c13b7b82d2fd10527b1ac99f9c9587df63d32cedf459bf9
real,unknown,real-3052,train,5.297,1280,720,23.974,h264,881535,True,caccee1c7ceb841ab06b54abb0368df823d31193d32f03c41887e22d9d473d37
real,unknown,real-3053,train,2.99,480,352,24.083,h264,359082,True,91be46ded2da04dc96b0a1326ace34b707d74628cc2d597b98936ff1e5402c18
real,unknown,real-3054,train,7.32,638,360,25.0,h264,622434,True,4508d28b7fa7b9880bf0d8e0f54590a7e00e1e2ec2bcc6dea5d1eb272ee1adb3
real,unknown,real-3055,train,2.433,1280,720,30.0,h264,2499431,True,571690c3b5cab740f22410c43bd2704689a4e323af61265b660b86bca139b101
real,unknown,real-3056,test,4.037,406,720,29.97,h264,1016236,True,5a5c2a6af72baf50858d5b4e47ca6ebe795361d7c585ae9584410301e549f432
real,unknown,real-3057,test,2.803,1258,720,29.97,h264,1387215,True,79421c8d54133c06541fa937a0b0dc7c63e71b1966c568c684588fe117027613
real,unknown,real-3058,train,4.271,1280,720,29.97,h264,1251501,True,b58a47a73cf6eef5620ff384eae05fd2e91e15a1b4b74cf225cd9ebb4fcc56dd
real,unknown,real-3059,train,4.6,480,360,30.0,h264,686328,True,f2e4802486ee5d54255eac5a57c7c8b64c8b675ef4aa7a218c71a91b10d3f67d
real,unknown,real-306,train,4.562,320,240,16.0,h264,332018,True,b61a798868f374910c487511f0aa615035ef8f5d3023a08a1ae8579da19c05c2
real,unknown,real-3060,train,2.941,480,360,29.917,h264,537291,True,7d46f679d1de44bc2399fdabd5a8bdfbe4e18397dc7f5046fa24109e0015ad35
real,unknown,real-3061,valid,2.067,540,360,30.0,h264,694110,True,dab959302aeb681f28ce9f5671703083440e9f52de822994e7c3fb62719e012f
real,unknown,real-3062,train,2.669,1280,720,23.976,h264,1405269,True,0f76563de1b4fbeac8a1178a63bf83b0a8b9f8190537da9d98be49c04dd3ebe3
real,unknown,real-3063,train,2.567,480,360,30.0,h264,641834,True,6ca299a012da323727367eaf86c12af66b2a029f1d24e557f9fa913c6e7054c6
real,unknown,real-3064,train,8.737,1280,720,29.417,h264,2974663,True,b9a22c0d4b87672b850308b152834f4c8a7f962a3933ac6322264cdbd31267f4
real,unknown,real-3065,train,2.117,1280,720,29.75,h264,3235055,True,e55096e06b32412a02ae8db71118420cf9bef7765d28910af6e1740cbc3c0b80
real,unknown,real-3066,train,3.833,1280,720,24.0,h264,2875437,True,c8dae18fe8293fb58859542b78aeaa3e44ec5346d91c016e59f88fd80e45bd99
real,unknown,real-3067,train,9.92,1280,720,25.0,h264,1930032,True,d329f5debc3b1232b81033547e079f14241535e554f1414944f11588d190e91f
real,unknown,real-3068,train,2.769,640,360,29.97,h264,1328742,True,65f99798b41df33466e00f35dcf3d40c66100a1e4e02715d64df759831f274d8
real,unknown,real-3069,valid,3.403,1280,720,29.97,h264,2272821,True,4ff519200047cdb255056b9b993a776801cfebd23845231e5e2b08216c45319b
real,unknown,real-307,train,5.84,1280,720,25.0,h264,1755276,True,337fb68476dd2bba03651caa655cf64f8a096040fe6d5550def99fa670322cf0
real,unknown,real-3070,train,2.769,1280,720,29.97,h264,4717460,True,349067931bc156fbff68f997e74de57952d99e76f7a9a8c1643a8d9ea1da6704
real,unknown,real-3071,train,2.502,1280,720,29.97,h264,5103955,True,167d030a48b9a5216649a339aea407e1fa79ab30c0587710dce9da59bf8d5312
real,unknown,real-3072,train,2.236,1280,720,29.97,h264,9104285,True,77fede126edc0cf38f4e51c4f462cbccc3775a7094bf1231a381378e81711e3c
real,unknown,real-3073,train,6.172,640,360,29.97,h264,474189,True,af53b0a6461b6ea8e552324e9fbbdb8980ab637e9dbaf8f159793f8afdb478b5
real,unknown,real-3074,train,8.4,1280,720,25.0,h264,3293939,True,3ffd4005fb0ec73931684bdbdd86aea2926716213ff3c877029fde6696a723bb
real,unknown,real-3075,train,8.291,480,360,24.0,h264,527372,True,033feba1f158d8ec71147a51f9bac27d59995158a6a81a6fba90cb31deca8eaf
real,unknown,real-3076,train,6.767,1280,720,30.0,h264,1977369,True,b5e6ec77579bd7694621198c7f09ad528a444e0b75863a87c80ab959d9435fb5
real,unknown,real-3077,train,7.506,568,320,29.843,h264,738003,True,20f1f36efbafd7107dea22d9cfac9890a59d20cdbf6a0fcf161238f46a494994
real,unknown,real-3078,train,2.502,1280,720,29.97,h264,1503884,True,17055d1ceac5ee2f349419aae1bae23ff9247a8b79b52159a6d0812becbdd0ba
real,unknown,real-3079,train,3.2,480,720,30.0,h264,1463502,True,8a2e1dac55d2985486bdd71bf11d4b67dceb255ef8b73e5ce373838a39a6da29
real,unknown,real-308,train,2.269,1280,720,29.97,h264,1847095,True,3d10269a86bc9bfaaa28024647ba9cafd784aa17efccca9ccf6bfbf9b6f272e2
real,unknown,real-3080,train,9.6,480,360,7.5,h264,503704,True,c1aee9a307f5d5541fb4b450effd06158b88c8b7d1a06d750445bb4f32e71cef
real,unknown,real-3081,train,7.2,480,360,25.0,h264,586770,True,4ef8f0bdfbf9790f1ff05b091caf4a5882ff2636daf26d8023f78d54a5279b7d
real,unknown,real-3082,train,2.203,480,360,29.952,h264,2579384,True,cc5ad4202e62c7fc0544959e14d6fc6165451479eb7a3be5fd48bdf8e4f06866
real,unknown,real-3083,train,2.202,480,360,29.97,h264,779542,True,b263ecb91377c5014045c0c685f7fb38ee1fb208d90339b713d5f235ea791617
real,unknown,real-3084,valid,3.7,1280,720,30.0,h264,2734819,True,f23e64116a1c661cad173099db95608263a1139aa729eea8e37f35e5923419e4
real,unknown,real-3085,train,2.8,1280,720,30.0,h264,2448714,True,ed0dd7f1f12317f418990d049cf880ec89a8a37499ebebe1046297897de1b361
real,unknown,real-3086,train,2.502,1280,720,29.97,h264,3360562,True,15a46757784ae2dbb001c49ee1f0b6d26f57961c06cff60f27078c0caf51cd1a
real,unknown,real-3087,train,9.931,1280,720,29.0,h264,1389577,True,f0b9eab2731a5ae81a254ec1375830a197af131569f24b79f99d3b2679c82537
real,unknown,real-3088,train,2.268,1280,720,29.97,h264,7851199,True,d79daa3db9bda8eddbf512a6558745385dd3272e60a55e513738a179916236a6
real,unknown,real-3089,train,9.956,1280,720,29.831,h264,2942388,True,d3ce96b98f181d742ff5d8a9396fb34426ea9e65a4559f622674de6fe75f9987
real,unknown,real-309,valid,2.369,540,360,29.97,h264,780656,True,aaf8c20a3b47605e6fe060f19381b02d4f3a7e655e113e0426db3238a91ee2fd
real,unknown,real-3090,train,5.375,480,360,24.0,h264,755816,True,48a02eecf526daed18a8127825f907fff192f2b33fd3daa60b4e893a1705edb4
real,unknown,real-3091,train,9.54,1280,720,19.917,h264,2205630,True,d6f0d30a7edb939f8f0bd3cc0ad116ee6354b248d9cb45c013bc3eeb5ec0aa73
real,unknown,real-3092,train,2.92,1280,720,23.974,h264,1779891,True,99da7ea575ca5caf7cfc846dd924b7d8ce18be1e556a8167c940ef36b5850914
real,unknown,real-3093,train,2.402,1280,720,29.97,h264,3421834,True,ba45248f74970370d13ac3bbd313c3f7ad93815eb5963767fa58a7f74a26f936
real,unknown,real-3094,test,2.4,384,288,25.0,h264,741506,True,1eb0ab88a2aaaaa75979bd57cead4305b146dd953e6058ab1dd6e032f25f9f33
real,unknown,real-3095,train,3.343,1280,720,29.917,h264,1991952,True,452ca87a2d1d920c70d2f509560df7c37444591da28b40cae99c382b25dbc124
real,unknown,real-3096,train,2.277,480,360,29.859,h264,597468,True,bf5ead426930f8cb40bcab641e177222b3812952ffa5650eef6d081e1847483c
real,unknown,real-3097,train,4.104,1280,720,29.97,h264,5140565,True,ac630702bf69d14fa9aa6846f96dda238d7844937efe68201dece536cb88d8e6
real,unknown,real-3098,train,2.233,1280,720,30.0,h264,1683759,True,24017cc65d534e4305c6dc94db76e49ffe10148cb1076a30bdbfe7c4a5f802ce
real,unknown,real-3099,train,9.639,176,144,7.47,h264,59495,True,c063cd8869cf68a47312cb233dfe6702b5f1be7b6f8a4ce83a24463a5a56d921
real,unknown,real-31,train,3.804,1280,720,29.97,h264,1834607,True,33f23e46bc884645faad5f12d559b0f3537ee788f7d39aca845aa06ed3a41ebe
real,unknown,real-310,train,2.603,1280,720,29.97,h264,2478579,True,c88445123099db420cc79e1cd5e655e41189cf06d20fc5f8380818c75a036a31
real,unknown,real-3100,train,2.336,1280,720,29.97,h264,3552674,True,a54be27f48d23f9b7e62817205359b31c5f7ed52402dc0ba8e1184cb527f1659
real,unknown,real-3101,train,4.304,1280,720,29.97,h264,1155778,True,312502ebf112cbfbb14b2fdcea9d7cdecfe4dc834b402feefedcff578b305a88
real,unknown,real-3102,train,3.67,1280,720,29.97,h264,2163348,True,8e1459d6cafabc1ace7ed6f3a93a2e67ae1a4c1910b3fa29ceaa726ae30594cc
